locus_tag	MW0	MY0	MZ0	MW1	MY1	MZ1	MW2	MY2	MZ2	MW3	MX3	MY3	MZ3	MW4	MX4	MY4	MZ4	MW5	MX5	MY5	MW6	MX6	MY6	MZ6
 AURMO_00172:hypothetical protein	1781	1643	1826	2154	942	1158	1068	1250	3030	2424	1395	1727	459	1632	1989	1387	1649	2397	1578	2332	903	1613	1661	1854
 AURMO_00173:hypothetical protein	1732	1607	1782	2138	917	1201	1086	1366	3268	2327	1516	1948	527	1715	2046	1431	1553	2548	1551	2288	989	1621	1687	1800
 AURMO_00174:hypothetical protein	1011	854	1027	1440	669	628	610	788	1824	1416	897	1184	351	997	1459	911	1122	1403	1190	1404	586	1075	848	1389
 AURMO_00175:SprT-like family protein	623	615	598	844	432	395	421	562	1161	859	688	730	199	721	1100	645	972	787	847	848	362	705	596	900
 AURMO_00176:hypothetical protein	210	214	233	268	115	139	145	173	387	309	181	280	73	205	461	198	215	317	237	276	92	354	187	248
 AURMO_00177:DNA-directed RNA polymerase subunit beta 	237712	212586	268169	290583	147804	168039	131609	187037	393081	306318	84239	206901	73195	170264	198964	153050	132522	247396	185828	298951	95238	196826	151920	159522
 AURMO_00178:DNA-directed RNA polymerase subunit beta' 	223249	199485	235218	292745	152450	167873	130202	197751	382392	289916	115325	208401	70918	146288	208654	143146	145345	234989	189161	280238	90950	187729	144908	162142
 AURMO_00179:hypothetical protein	886	830	853	1333	575	745	656	1036	1978	1573	1465	1397	330	1333	1603	1296	1756	1512	1083	1531	566	939	1052	1328
 AURMO_00180:SSU ribosomal protein S12P 	14118	15763	17183	18640	10239	10668	7897	11934	26191	19995	9996	14744	4777	10114	18435	10212	6797	16658	17415	20188	5931	14133	9835	8166
 AURMO_00181:SSU ribosomal protein S7P 	12067	11309	13178	15240	7660	8301	6544	10894	20223	16464	7272	11230	3631	7874	13027	7851	6029	12917	11137	14875	4638	10564	6986	7328
 AURMO_00182:translation elongation factor 2 (EF-2/EF-G) 	131568	121705	142339	163760	81744	91642	71391	105633	216511	165094	69397	118793	40784	92289	127135	87932	72809	136784	119960	163301	51220	104184	86264	76672
 AURMO_00183:translation elongation factor 1A (EF-1A/EF-Tu) 	141132	137448	162565	179581	97363	119559	77441	165851	269558	197855	96561	149616	55167	113383	144630	121883	114929	158165	143993	199395	63274	122478	115490	108186
 AURMO_00184:hypothetical protein	180	158	150	222	129	111	97	125	273	218	206	193	55	206	268	142	216	310	206	274	111	222	171	318
 AURMO_00185:cytochrome b561-like protein	396	406	374	556	219	279	249	294	826	529	393	445	115	377	663	351	299	483	453	506	168	607	288	377
 AURMO_00186:SulP family sulfate permease	225	196	244	325	173	161	178	191	422	364	175	270	82	365	697	211	506	528	254	390	261	798	396	744
 AURMO_00187:SSU ribosomal protein S10P 	36772	34259	36667	43111	19971	23559	18191	20205	50808	42584	16983	28743	10313	21771	32031	21671	11899	35026	34558	39614	13163	26851	21897	15148
 AURMO_00188:LSU ribosomal protein L3P 	21483	20222	26528	29782	15392	15547	12503	17705	37066	28356	11068	20201	6505	12752	22262	12577	9464	22840	19470	26261	8064	19672	12311	11478
 AURMO_00189:LSU ribosomal protein L4P 	19968	18275	21312	23790	13016	14018	11344	17319	31079	24218	10988	17514	6114	11050	18817	11206	7594	17605	17933	21548	6510	15633	10475	9296
 AURMO_00190:LSU ribosomal protein L23P 	8092	7517	8912	9926	5471	5832	4505	6982	13258	10440	4585	7417	2467	4660	8166	4499	3428	7904	7240	9324	2786	6891	4623	4103
 AURMO_00191:LSU ribosomal protein L2P 	30480	28842	35602	42961	22087	20075	16302	24857	54530	42884	17064	29791	9270	17957	34451	18323	14514	33192	28738	38545	10752	28394	17565	17735
 AURMO_00192:SSU ribosomal protein S19P 	9646	9484	9676	12042	6003	6196	5456	7291	14544	12282	5190	8218	2725	6089	9458	5431	3997	9134	8917	10346	3260	7643	5264	4978
 AURMO_00193:large subunit ribosomal protein L22	12953	11912	13461	16047	8044	8611	7724	10225	20538	16237	7147	11292	3725	7678	12758	7559	5604	11811	11554	14204	4270	10330	7309	6277
 AURMO_00194:SSU ribosomal protein S3P 	16185	15652	20053	24739	12891	12924	8822	16655	33540	23944	9179	17887	5165	10226	18648	11510	9615	20111	15160	22310	5869	15965	10675	10539
 AURMO_00195:LSU ribosomal protein L16P 	13366	12944	14137	17173	9019	9389	7608	12969	24655	18374	7581	13191	4074	8373	13513	8211	6709	13461	12433	16455	4595	10642	8110	6868
 AURMO_00196:LSU ribosomal protein L29P 	7726	7222	8075	10248	5098	5180	4131	7384	14161	10600	4032	7653	2174	4663	7757	4788	3723	7887	7053	9081	2725	6311	4448	4210
 AURMO_00197:small subunit ribosomal protein S17	7748	7474	7999	9754	4880	5366	4584	7232	13543	10266	4498	7378	2348	5077	7853	4983	3888	7847	7701	9369	2654	6277	4821	4356
 AURMO_00198:LSU ribosomal protein L14P 	4456	4501	4688	5465	3035	3092	2764	4116	8059	6119	2639	4343	1491	3034	4788	2942	2181	4401	4160	5541	1655	3547	2673	2336
 AURMO_00199:LSU ribosomal protein L24P 	9247	9112	9631	11762	6113	6569	5394	8694	16993	12582	5706	9143	2952	5964	9563	6148	4452	9128	8724	11094	3206	7533	5611	4880
 AURMO_00200:large subunit ribosomal protein L5	15953	16483	16538	20572	10530	11470	9299	14102	28909	22081	10406	15772	5251	10174	16694	10504	8197	16231	15128	19750	5646	12808	10314	8586
 AURMO_00201:SSU ribosomal protein S8P 	7205	7053	8844	11140	5686	5314	4081	7063	15623	11571	4414	8434	2184	4501	9016	4960	4397	9059	6774	10479	2541	6719	4636	4829
 AURMO_00202:large subunit ribosomal protein L6	12962	12469	14225	17746	9263	9523	7465	12481	24704	18585	8342	13483	4295	8287	13747	8776	7220	14186	12530	16663	4941	10909	8045	7869
 AURMO_00203:LSU ribosomal protein L18P 	7381	6944	8075	10841	5148	5216	4431	7154	14525	11149	4551	8029	2265	4740	7888	5002	4439	8463	6777	9720	2836	6691	4555	4855
 AURMO_00204:SSU ribosomal protein S5P 	11243	11732	14307	19598	9571	8489	6667	11041	24029	18113	7138	13038	3770	7163	13792	8449	6715	13625	11403	16995	4444	12154	7702	8227
 AURMO_00205:LSU ribosomal protein L30P 	2363	2521	2714	3476	1781	1857	1606	2249	4629	3506	1510	2488	902	1698	2706	1706	1370	2551	2436	3180	1008	2243	1590	1681
 AURMO_00206:LSU ribosomal protein L15P 	15411	15486	20059	25593	12856	12488	9175	15191	34840	24571	9746	19326	5464	10434	19553	11640	10595	18884	15232	23863	6248	16663	10459	11136
 AURMO_00207:protein translocase subunit secY/sec61 alpha 	8543	7715	8676	11795	5453	6277	4987	7176	15185	11880	7869	8725	2757	6921	10639	6371	6598	10132	9258	10853	3843	7892	6001	7042
 AURMO_00208:adenylate kinase	2546	2159	2497	3571	1614	1831	1666	2346	5190	4264	2524	3307	802	2500	3030	2373	2896	3839	2351	3582	1332	2422	2303	3043
 AURMO_00209:methionyl aminopeptidase	1294	1053	1242	1976	879	892	850	1151	2814	2006	1204	1631	433	1403	1800	1243	1280	2110	1327	1989	699	1235	1193	1598
 AURMO_00210:alpha-tubulin suppressor-like RCC1 family protein	222	166	180	257	128	119	161	174	338	287	118	236	72	211	600	201	186	231	160	308	112	509	184	196
 AURMO_00211:translation initiation factor 1 (bIF-1) 	27589	24161	30624	32895	16167	20714	15300	19508	46677	34798	12602	23764	8837	22927	23822	20160	17146	33924	25377	35767	13249	20194	21758	17824
 AURMO_00212:LSU ribosomal protein L36P 	4357	4189	6295	6420	3771	2985	2923	3212	9010	7202	2311	5085	1619	3921	5536	3147	3468	6400	4557	7340	2368	5039	3191	4303
 AURMO_00213:SSU ribosomal protein S13P 	10769	9548	12792	13507	7152	7435	6770	8950	18154	14783	5695	10087	3588	8662	10632	7487	6911	12366	9796	13355	4871	9526	7659	8537
 AURMO_00214:SSU ribosomal protein S11P 	11603	11966	13070	14992	8089	7833	7353	10210	18964	16618	6120	11798	4213	10175	12304	9668	7518	12874	11782	16157	5715	10818	9002	9550
 AURMO_00215:DNA-directed RNA polymerase subunit alpha 	48166	44466	48712	56921	29377	34954	28321	41790	77766	61549	22819	46102	18287	43464	42705	39673	32807	49097	43608	61031	22848	37964	36739	35547
 AURMO_00216:large subunit ribosomal protein L17	25407	24997	26203	31960	15212	18158	14083	20972	46303	34621	10605	24719	8667	22732	21457	21236	19702	27102	22531	34228	11537	19686	19619	20693
 AURMO_00217:tRNA pseudouridine(38-40) synthase	1026	1033	1212	1433	808	843	655	1029	2378	1438	712	1237	325	1090	1464	972	1424	1573	1244	1834	561	1199	1167	1175
 AURMO_00218:serine/threonine-protein kinase HipA	581	514	618	789	382	450	330	557	955	820	720	740	227	707	1013	619	714	827	734	956	398	841	604	890
 AURMO_00219:helix-turn-helix protein	102	101	114	125	54	80	78	86	157	142	134	119	44	153	214	95	95	136	124	148	60	133	105	167
 AURMO_00220:LSU ribosomal protein L13P 	5571	5265	6361	7550	3912	4433	3445	4738	11015	7844	3985	6670	1918	3744	6301	3700	2580	6318	5704	7307	2187	4968	3553	3012
 AURMO_00221:small subunit ribosomal protein S9	4922	4568	5739	6684	3424	3861	2840	5253	9529	7144	2762	5567	1920	3460	5294	3569	2628	5930	4532	7097	1995	4366	3376	3252
 AURMO_00222:phosphoglucosamine mutase 	3689	3677	4551	5590	2683	2871	2400	3241	8142	5283	1902	4030	1121	2961	4273	2769	2209	4991	3158	5744	1752	3348	2909	2515
 AURMO_00223:pantothenate kinase 	507	437	491	637	265	335	349	372	921	689	446	521	135	565	816	392	468	683	496	692	252	661	397	566
 AURMO_00224:glucosamine--fructose-6-phosphate aminotransferase (isomerizing)	7145	6439	7646	10304	4935	5113	4449	7094	15601	11818	7234	8959	2570	7191	10122	7679	8492	10740	8069	11353	3705	7357	6804	8878
 AURMO_00225:holo-[acyl-carrier protein] synthase	130	152	153	249	90	116	111	199	395	257	151	249	47	186	298	179	211	279	143	273	91	201	184	235
 AURMO_00226:alanine racemase	891	728	815	1237	601	641	673	1030	1953	1412	1171	1220	320	978	1566	1032	1127	1312	1187	1391	504	1090	814	1206
 AURMO_00227:tRNA threonylcarbamoyladenosine biosynthesis protein TsaE	110	125	138	215	84	116	91	139	351	287	194	266	52	177	301	190	273	312	111	313	110	264	237	244
 AURMO_00228:tRNA threonylcarbamoyl adenosine modification protein YeaZ	93	78	115	196	78	93	78	143	301	200	153	158	48	137	357	133	210	206	118	229	76	301	149	205
 AURMO_00229:ribosomal-protein-alanine N-acetyltransferase	200	174	205	307	147	179	124	270	513	351	322	316	72	258	403	232	373	389	255	373	128	294	215	353
 AURMO_00230:N6-L-threonylcarbamoyladenine synthase	200	160	209	304	149	166	149	223	467	361	277	337	85	240	498	256	352	383	245	410	126	496	255	345
 AURMO_00231:uncharacterized protein DUF4190	3179	3705	3093	4549	2453	2796	1933	3182	7771	5567	2051	4205	1282	3364	3049	3485	2836	5220	2585	5509	2065	2408	3202	2800
 AURMO_00232:4-aminobutyrate aminotransferase-like enzyme	6053	5478	6443	8268	3931	4408	3548	5126	11559	9040	4347	6731	2190	6053	6510	5123	7031	9559	5359	9669	3754	5615	6024	7852
 AURMO_00233:uncharacterized protein DUF4190	1073	976	971	1497	641	706	697	1026	2085	1731	956	1240	362	1262	1472	1135	1492	1605	1193	1658	621	1009	1096	1526
 AURMO_00234:hypothetical protein	283	309	294	417	229	244	217	322	600	474	322	407	111	400	844	343	363	492	344	484	204	701	348	437
 AURMO_00235:chaperonin GroES	2848	3184	3129	3010	2093	2337	1689	3208	5123	5461	1188	4281	1376	2375	2145	2304	1652	5514	1935	6611	1922	2805	3553	4719
 AURMO_00236:hypothetical protein	415	413	405	444	250	309	253	430	597	596	168	466	172	601	372	583	730	822	235	935	422	349	741	898
 AURMO_00237:chloramphenicol-sensitive protein RarD	555	540	594	839	448	391	410	567	1070	802	563	632	172	659	929	545	665	787	782	844	352	773	566	683
 AURMO_00238:substrate-binding family protein	6159	6914	8393	11073	6447	5812	4485	8000	17241	11317	7706	10592	2914	8273	11361	8361	12148	10231	8388	11277	3582	6974	6458	9573
 AURMO_00239:amino acid/amide ABC transporter substrate-binding protein (HAAT family) 	185963	174057	172980	231734	142199	138233	117561	236942	319686	337447	243292	262889	96607	274022	261903	326827	426414	341760	230334	427813	128140	186576	298882	468502
 AURMO_00240:hypothetical protein	329	260	293	384	174	199	204	220	495	389	294	320	77	376	421	310	404	459	355	460	199	250	370	417
 AURMO_00241:helix-turn-helix protein	275	282	274	367	177	192	190	249	488	416	269	364	125	354	387	371	433	441	320	446	196	324	365	466
 AURMO_00242:GMP synthase (glutamine-hydrolysing)	10372	9020	10884	14913	7251	8032	7135	11397	22278	16739	9955	14007	3939	11340	13086	11095	13794	15490	10592	16776	6273	9608	9951	14082
 AURMO_00243:integral membrane protein	1501	1322	1390	1812	903	1156	1128	1206	2745	1897	1128	1594	474	1654	1530	1295	1160	2177	1421	1986	905	1060	1334	1154
 AURMO_00244:cytochrome oxidase assembly protein ShyY1	339	303	446	581	265	286	251	295	903	677	371	533	121	434	666	423	559	752	356	820	241	585	517	652
 AURMO_00245:glycerol-3-phosphate dehydrogenase	2100	2002	2477	3146	1568	1595	1581	1933	4580	3357	1663	2705	755	2371	2736	2093	2847	3504	2041	3809	1469	2548	2370	3291
 AURMO_00246:IMP dehydrogenase	4983	4607	6186	7519	3949	3563	3153	5100	10533	7630	3250	6251	1727	4793	5628	4710	5923	7931	4506	8249	3259	5414	5154	6619
 AURMO_00247:IMP dehydrogenase	13240	12175	14564	18149	8542	9262	8337	12335	24693	18690	8888	15013	4517	12814	13228	12029	13163	17588	11525	19222	8115	12570	12493	14930
 AURMO_00248:amino acid/amide ABC transporter membrane protein 1 (HAAT family) 	9154	8741	7789	11686	6440	6123	6174	9406	16087	14952	8654	12445	3869	13251	11108	13215	21098	17301	9589	19610	7214	8101	15251	21753
 AURMO_00249:amino acid/amide ABC transporter membrane protein 2 (HAAT family) 	3171	2965	2873	4301	2329	2152	2307	3654	5985	6359	3508	5550	1500	5648	4337	5448	9816	7687	3282	8104	3063	3260	6222	10404
 AURMO_00250:amino acid/amide ABC transporter ATP-binding protein 1 (HAAT family) 	2895	2717	2717	4139	2149	2004	2090	3441	6003	5765	3180	4980	1368	4682	3935	4843	8125	6699	3227	7006	2452	3027	5455	8416
 AURMO_00251:amino acid/amide ABC transporter ATP-binding protein 2 (HAAT family) 	6688	7224	5944	9571	5185	4755	4497	8698	13023	11835	7303	10062	2968	8940	9446	9457	14304	11083	8075	13880	4528	7053	9479	14866
 AURMO_00252:excisionase family DNA binding protein	536	514	515	578	314	355	342	437	794	890	702	647	223	640	760	505	569	792	617	856	311	550	532	608
 AURMO_00253:hypothetical protein	746	691	936	915	485	521	412	738	1425	1252	665	1093	354	920	933	902	1051	1217	780	1372	425	855	787	1010
 AURMO_00254:hypothetical protein	652	665	827	939	519	493	429	646	1429	1248	702	1214	292	899	976	833	1290	1371	725	1420	502	816	886	1319
 AURMO_00255:hypothetical protein	426	420	483	546	297	342	244	451	809	732	485	603	222	476	624	533	678	733	484	803	298	465	475	705
 AURMO_00256:NTP pyrophosphatase (non-canonical NTP hydrolase)	558	491	546	714	324	395	336	425	995	764	520	576	153	610	661	508	531	761	650	759	285	491	542	611
 AURMO_00257:hypothetical protein	1330	1279	1274	1647	841	1065	933	1199	2553	1826	1550	1643	498	1653	2092	1509	1781	2083	1707	2094	861	1328	1591	1550
 AURMO_00258:restriction endonuclease BglII	1215	1295	1154	1478	841	1035	771	1628	2427	2131	2138	2317	627	1965	1793	2095	2666	2019	1661	2316	887	1140	1923	2138
 AURMO_00259:DNA (cytosine-5)-methyltransferase 1	1394	1415	1445	1915	1043	1150	899	1590	2877	2062	2045	1898	515	1652	2356	1667	1778	1799	1905	2094	644	1372	1265	1395
 AURMO_00260:hypothetical protein	4648	4490	4544	5592	3219	3489	3169	4136	8000	6798	5233	5560	2065	5803	5842	5034	6350	6971	5761	7128	3600	4445	5307	7327
 AURMO_00261:hypothetical protein	1963	1687	1770	2387	1275	1519	1266	2116	3381	2950	2892	2734	829	2508	2863	2527	3067	3201	2456	3441	1435	2068	2667	3459
 AURMO_00262:PhoH-like protein	2041	1905	1855	2669	1640	1741	1644	2590	4023	4209	4471	3277	1076	3389	3574	3757	4477	4094	2779	4657	1736	2478	3389	4660
 AURMO_00263:helicase-like protein	3168	2757	2725	4217	2294	2529	2544	4107	5939	6287	6991	5218	1652	5310	5565	5870	6767	6985	3993	7470	2834	3764	5411	7011
 AURMO_00264:uncharacterized protein DUF1998	1544	1182	1267	2060	1156	1305	1262	2342	3177	3660	4300	3015	966	3183	3262	3691	3749	3987	2217	4677	1498	2108	3344	3653
 AURMO_00265:hypothetical protein	116	131	130	108	109	81	83	140	274	180	252	170	68	158	399	133	152	210	199	282	116	300	193	204
 AURMO_00266:hypothetical protein	1045	1089	1173	1182	922	851	647	1313	2139	2059	557	1606	622	1819	1216	1867	2408	2426	919	3052	1411	1130	2282	3126
 AURMO_00267:hypothetical protein	333	327	341	400	273	275	239	367	601	570	196	514	199	548	349	593	845	745	260	945	438	322	769	946
 AURMO_00268:EndoU nuclease-like protein	9	8	12	8	7	4	5	10	7	10	6	5	0	7	135	5	14	7	20	14	3	78	10	5
 AURMO_00269:hypothetical protein	2595	2419	2464	2778	1543	1502	1405	1857	3522	3347	2097	2313	903	3155	2757	2532	3750	3858	3152	3777	1764	2355	2968	4307
 AURMO_00270:hypothetical protein	222	173	214	253	97	125	118	148	284	213	61	121	50	192	263	155	187	227	183	249	115	198	206	199
 AURMO_00271:hypothetical protein	732	614	683	830	381	475	466	572	961	1099	781	749	299	951	830	673	1190	1178	721	1054	612	806	978	1564
 AURMO_00272:hypothetical protein	376	298	378	383	205	247	269	248	610	437	337	386	112	470	412	388	536	592	335	561	266	342	493	632
 AURMO_00273:EndoU nuclease-like protein	110	103	132	127	45	94	85	119	202	140	46	116	32	133	156	105	120	130	103	184	79	172	164	115
 AURMO_00274:hypothetical protein	5108	4236	4823	5649	2756	3256	2933	3895	7309	6717	4094	4887	1693	6594	5744	5145	7788	7654	6003	7675	3698	4461	5884	8563
 AURMO_00275:hypothetical protein	709	661	810	772	422	506	410	493	1118	887	154	626	253	902	673	675	737	960	696	1016	521	635	839	861
 AURMO_00276:hypothetical protein	11760	10728	10479	12934	6456	7482	6883	8731	17087	13808	9712	10516	3719	13443	13694	10508	14120	16288	14555	15995	7389	10724	11662	15496
 AURMO_00277:hypothetical protein	1228	1195	1404	1441	945	973	831	1444	2366	2176	614	1910	657	2219	1001	2245	2696	3102	977	3484	1651	1126	3039	2986
 AURMO_00278:hypothetical protein	21	27	20	38	21	19	12	34	56	38	31	39	9	36	87	34	46	44	36	52	11	69	19	39
 AURMO_00279:EndoU nuclease-like protein	326	244	337	356	155	177	120	174	471	325	62	225	90	293	352	207	252	347	289	378	159	311	298	276
 AURMO_00280:hypothetical protein	1030	854	985	1088	561	833	618	894	1877	1308	760	1143	359	1404	981	1025	1602	1747	927	1704	840	823	1393	1653
 AURMO_00281:hypothetical protein	5	6	1	5	4	3	2	6	7	5	4	8	5	4	186	3	10	3	12	9	1	173	8	6
 AURMO_00282:hypothetical protein	2727	2651	2880	3913	1858	1980	1690	2874	5579	4284	2960	3261	983	3159	3728	2956	3592	4052	3553	4588	1648	2665	2901	3514
 AURMO_00283:catalase-peroxidase	20887	18774	22463	29257	15965	16550	13828	24691	47247	39724	22370	29339	9314	24359	24746	24463	36257	37509	20030	39653	14347	20471	24542	37422
 AURMO_00284:hypothetical protein	84	91	103	119	75	62	53	109	178	134	91	114	51	116	186	97	101	149	106	155	64	155	109	130
 AURMO_00285:hypothetical protein	348	311	321	401	232	217	219	264	625	516	331	437	116	352	447	338	421	528	343	535	228	378	332	476
 AURMO_00286:predicted nucleic acid-binding protein	220	237	181	287	119	159	118	200	342	305	304	235	86	245	354	229	245	257	290	264	115	223	181	255
 AURMO_00287:hypothetical protein	649	487	601	730	346	435	449	525	1026	907	537	679	211	768	758	533	699	909	685	834	383	572	580	825
 AURMO_00288:hypothetical protein	1609	1287	1263	1822	977	914	786	1057	2144	2128	1343	1525	501	1962	1882	1609	2182	2471	1789	2440	1065	1393	1849	2387
 AURMO_00289:hypothetical protein	774	697	894	948	479	494	516	648	1574	1493	623	1084	293	1037	1008	842	1755	1505	721	1572	644	982	1128	1931
 AURMO_00290:FtsP/CotA-like multicopper oxidase with cupredoxin domain	798	730	840	1042	481	636	491	684	1436	1101	605	951	302	976	1259	785	897	1192	880	1273	532	1036	818	1025
 AURMO_00291:Cu2+-exporting ATPase	1246	1076	1247	1545	822	1006	837	1238	2343	1994	729	1441	462	1518	1623	1368	1555	1936	1109	2322	765	1508	1428	1817
 AURMO_00292:hypothetical protein	184	181	187	216	138	156	109	176	351	276	103	216	68	179	297	176	228	283	160	313	105	285	195	218
 AURMO_00293:hypothetical protein	33	24	22	39	14	17	21	26	62	30	7	24	5	16	64	13	16	14	22	18	3	34	15	7
